Time	Date	Image Name	Interval [ms]	
11:43:20	08/16/23	10umVertical - 800Hz -00000	0	
11:43:24	08/16/23	10umVertical - 800Hz -00001	159750	
11:43:29	08/16/23	10umVertical - 800Hz -00002	4938	
11:43:34	08/16/23	10umVertical - 800Hz -00003	4890	
11:43:39	08/16/23	10umVertical - 800Hz -00004	4985	
11:43:44	08/16/23	10umVertical - 800Hz -00005	5031	
11:43:49	08/16/23	10umVertical - 800Hz -00006	5094	
11:43:54	08/16/23	10umVertical - 800Hz -00007	4875	
