Time	Date	Image Name	Interval [ms]	
11:58:11	08/16/23	10umVertical - 800Hz -00000	0	
11:58:16	08/16/23	10umVertical - 800Hz -00001	14297	
11:58:21	08/16/23	10umVertical - 800Hz -00002	4953	
11:58:26	08/16/23	10umVertical - 800Hz -00003	5032	
11:58:31	08/16/23	10umVertical - 800Hz -00004	4953	
11:58:36	08/16/23	10umVertical - 800Hz -00005	5031	
11:58:41	08/16/23	10umVertical - 800Hz -00006	4937	
11:58:46	08/16/23	10umVertical - 800Hz -00007	5032	
