Time	Date	Image Name	Interval [ms]	
11:51:53	08/16/23	10umVertical - 800Hz -00000	0	
11:51:58	08/16/23	10umVertical - 800Hz -00001	14328	
11:52:03	08/16/23	10umVertical - 800Hz -00002	5000	
11:52:08	08/16/23	10umVertical - 800Hz -00003	5016	
11:52:13	08/16/23	10umVertical - 800Hz -00004	5015	
11:52:18	08/16/23	10umVertical - 800Hz -00005	4969	
11:52:23	08/16/23	10umVertical - 800Hz -00006	5078	
11:52:28	08/16/23	10umVertical - 800Hz -00007	4938	
